Titanic	0.85	http://www.wikidata.org/entity/Q44578	romance film
West Side Story	0.745	http://www.wikidata.org/entity/Q63643994	romance film
A Star Is Born	0.564	http://www.wikidata.org/entity/Q3286391	romance film
Gone with the Wind	0.548	http://www.wikidata.org/entity/Q2875	romance film
Brokeback Mountain	0.364	http://www.wikidata.org/entity/Q160618	romance film
After We Fell	0.239	http://www.wikidata.org/entity/Q105807015	romance film
Disenchanted	0.213	http://www.wikidata.org/entity/Q27121159	romance film
The Danish Girl	0.175	http://www.wikidata.org/entity/Q19347583	romance film
Good Will Hunting	0.15	http://www.wikidata.org/entity/Q193835	romance film
After Ever Happy	0.098	http://www.wikidata.org/entity/Q105807115	romance film
The Grand Budapest Hotel	0.053	http://www.wikidata.org/entity/Q3521099	romance film
After We Collided	0.051	http://www.wikidata.org/entity/Q66498260	romance film
Storm of Love	0.0	http://www.wikidata.org/entity/Q25128	romance film
The Little Mermaid	-0.026	http://www.wikidata.org/entity/Q24357415	romance film
The French Dispatch	-0.071	http://www.wikidata.org/entity/Q59551547	romance film
Top Gun	-0.262	http://www.wikidata.org/entity/Q110138	romance film
365 Days: This Day	-0.357	http://www.wikidata.org/entity/Q111526671	romance film
Asteroid City	-0.429	http://www.wikidata.org/entity/Q108086029	romance film
The Divergent Series: Insurgent	-0.526	http://www.wikidata.org/entity/Q16997069	romance film
The Karate Kid	-0.579	http://www.wikidata.org/entity/Q846679	romance film
Hacksaw Ridge	-0.58	http://www.wikidata.org/entity/Q21010856	romance film
The Karate Kid, Part III	-0.605	http://www.wikidata.org/entity/Q1586077	romance film
