New York	0.778	http://www.wikidata.org/entity/Q1384	U.S. state
Florida	0.535	http://www.wikidata.org/entity/Q812	U.S. state
California	0.535	http://www.wikidata.org/entity/Q99	U.S. state
Texas	0.513	http://www.wikidata.org/entity/Q1439	U.S. state
Hawaii	0.391	http://www.wikidata.org/entity/Q782	U.S. state
Georgia	0.317	http://www.wikidata.org/entity/Q1428	U.S. state
Pennsylvania	0.237	http://www.wikidata.org/entity/Q1400	U.S. state
Massachusetts	0.154	http://www.wikidata.org/entity/Q771	U.S. state
Virginia	0.095	http://www.wikidata.org/entity/Q1370	U.S. state
Washington	-0.077	http://www.wikidata.org/entity/Q1223	U.S. state
Kentucky	-0.182	http://www.wikidata.org/entity/Q1603	U.S. state
Alaska	-0.316	http://www.wikidata.org/entity/Q797	U.S. state
Colorado	-0.341	http://www.wikidata.org/entity/Q1261	U.S. state
Wisconsin	-0.439	http://www.wikidata.org/entity/Q1537	U.S. state
Missouri	-0.565	http://www.wikidata.org/entity/Q1581	U.S. state
Wyoming	-0.585	http://www.wikidata.org/entity/Q1214	U.S. state
Montana	-0.618	http://www.wikidata.org/entity/Q1212	U.S. state
