	wdtEntity	category	categoryLabel	count	dbp_count
955	http://www.wikidata.org/entity/Q394067	http://www.wikidata.org/entity/Q6866928	Category:European people	273	32
952	http://www.wikidata.org/entity/Q3142419	http://www.wikidata.org/entity/Q8833962	Category:Telarc International Corporation albums	273	7
953	http://www.wikidata.org/entity/Q687075	http://www.wikidata.org/entity/Q7045276	Category:Prime Ministers of Sweden	273	43
956	http://www.wikidata.org/entity/Q21468747	http://www.wikidata.org/entity/Q8385120	Category:Coal miners	272	7
957	http://www.wikidata.org/entity/Q109250234	http://www.wikidata.org/entity/Q10233675	Category:Interpreters of samba-enredo	272	0
959	http://www.wikidata.org/entity/Q18089587	http://www.wikidata.org/entity/Q6425485	Category:Stop-motion animated films	271	20
958	http://www.wikidata.org/entity/Q6513893	http://www.wikidata.org/entity/Q8639043	Category:Recipients of the St. Olav's Medal with Oak Branch	271	54
960	http://www.wikidata.org/entity/Q126543	http://www.wikidata.org/entity/Q8873491	Category:Trojan Records albums	271	23
962	http://www.wikidata.org/entity/Q1327500	http://www.wikidata.org/entity/Q6299307	Category:Electronic musical instruments	270	154
961	http://www.wikidata.org/entity/Q1135531	http://www.wikidata.org/entity/Q7029771	Category:Samoan people	270	22
965	http://www.wikidata.org/entity/Q60581114	http://www.wikidata.org/entity/Q60688968	Category:English MPs April 1384	269	60
964	http://www.wikidata.org/entity/Q32518759	http://www.wikidata.org/entity/Q7222618	Category:Ethnobotanists	269	67
963	http://www.wikidata.org/entity/Q61857538	http://www.wikidata.org/entity/Q8377784	Category:Disability rights activists	269	17
966	http://www.wikidata.org/entity/Q305012	http://www.wikidata.org/entity/Q8364402	Category:Chocolatiers	268	53
968	http://www.wikidata.org/entity/Q1063111	http://www.wikidata.org/entity/Q8233053	Category:Albums produced by Jimmy Jam and Terry Lewis	266	116
967	http://www.wikidata.org/entity/Q99228749	http://www.wikidata.org/entity/Q7594522	Category:Honorary doctors of the University of Wroclaw	266	0
969	http://www.wikidata.org/entity/Q180744	http://www.wikidata.org/entity/Q7214124	Category:Brass instruments	266	66
971	http://www.wikidata.org/entity/Q111685129	http://www.wikidata.org/entity/Q111686270	Category:City of Zagreb Award winners	265	0
970	http://www.wikidata.org/entity/Q45322469	http://www.wikidata.org/entity/Q8127918	Category:Wheelchair basketball players	265	6
973	http://www.wikidata.org/entity/Q21169216	http://www.wikidata.org/entity/Q6769231	Category:Actresses	264	17
972	http://www.wikidata.org/entity/Q2117891	http://www.wikidata.org/entity/Q7135869	Category:Pulitzer Prize for Poetry winners	264	91
974	http://www.wikidata.org/entity/Q58412318	http://www.wikidata.org/entity/Q7003051	Category:Judges of the United States district courts	262	123
976	http://www.wikidata.org/entity/Q14865243	http://www.wikidata.org/entity/Q7648850	Category:Grand Officers of the Order of the Crown of Italy	261	0
975	http://www.wikidata.org/entity/Q861764	http://www.wikidata.org/entity/Q25149534	Category:CBS News people	261	257
977	http://www.wikidata.org/entity/Q1776156	http://www.wikidata.org/entity/Q8492340	Category:Girls with guns films	261	185
978	http://www.wikidata.org/entity/Q60576898	http://www.wikidata.org/entity/Q61144761	Category:English MPs 1427	261	45
980	http://www.wikidata.org/entity/Q20886692	http://www.wikidata.org/entity/Q8498594	Category:Grand Officers of the Order of Saint James of the Sword	260	13
979	http://www.wikidata.org/entity/Q2060840	http://www.wikidata.org/entity/Q24901804	Category:Working Title Films	260	5
981	http://www.wikidata.org/entity/Q30064617	http://www.wikidata.org/entity/Q6469537	Category:Ambassadors of Poland	260	119
982	http://www.wikidata.org/entity/Q5679012	http://www.wikidata.org/entity/Q28790937	Category:Zand architecture	259	0
983	http://www.wikidata.org/entity/Q3003642	http://www.wikidata.org/entity/Q9645328	Category:Croix du combattant	258	0
984	http://www.wikidata.org/entity/Q1781608	http://www.wikidata.org/entity/Q6813443	Category:Renaissance literature	258	61
986	http://www.wikidata.org/entity/Q511731	http://www.wikidata.org/entity/Q8533644	Category:Imagine Entertainment films	257	104
985	http://www.wikidata.org/entity/Q585087	http://www.wikidata.org/entity/Q8702762	Category:Order of St Michael and St George	257	30
987	http://www.wikidata.org/entity/Q1061510	http://www.wikidata.org/entity/Q6687970	Category:Egyptian people	257	39
990	http://www.wikidata.org/entity/Q15079182	http://www.wikidata.org/entity/Q32484547	Category:Czech Republic national under-18 football team	256	0
988	http://www.wikidata.org/entity/Q59189509	http://www.wikidata.org/entity/Q10132753	Category:Grand Crosses of the Military Order of Avis	256	0
989	http://www.wikidata.org/entity/Q19294880	http://www.wikidata.org/entity/Q8393341	Category:Commanders of the Order of Agricultural Merit	256	19
991	http://www.wikidata.org/entity/Q2101714	http://www.wikidata.org/entity/Q25195408	Category:Films about police officers	256	127
993	http://www.wikidata.org/entity/Q731194	http://www.wikidata.org/entity/Q6389522	Category:Yakuza films	255	222
994	http://www.wikidata.org/entity/Q831707	http://www.wikidata.org/entity/Q8197821	Category:2010 IAAF World Indoor Championships	255	28
992	http://www.wikidata.org/entity/Q1472235	http://www.wikidata.org/entity/Q9572591	Category:Best Original Song Golden Globe winning songs	255	58
995	http://www.wikidata.org/entity/Q20859482	http://www.wikidata.org/entity/Q8498281	Category:Grand Collars of the Order of Prince Henry	255	49
998	http://www.wikidata.org/entity/Q83578	http://www.wikidata.org/entity/Q10091623	Category:Asger Jorn	254	0
996	http://www.wikidata.org/entity/Q994723	http://www.wikidata.org/entity/Q26210044	Category:CPJ International Press Freedom Award winners	254	118
997	http://www.wikidata.org/entity/Q42043175	http://www.wikidata.org/entity/Q7982096	Category:Honorary doctors of the University of Oxford	254	0
999	http://www.wikidata.org/entity/Q29971738	http://www.wikidata.org/entity/Q8067357	Category:Ambassadors of Iceland	253	71
1002	http://www.wikidata.org/entity/Q62592341	http://www.wikidata.org/entity/Q22013207	Category:Honorary doctors of the University of Ottawa	252	0
1000	http://www.wikidata.org/entity/Q104765957	http://www.wikidata.org/entity/Q6833267	Category:Films about time travel	252	438
1001	http://www.wikidata.org/entity/Q98601509	http://www.wikidata.org/entity/Q8814259	Category:State highways in Mississippi	252	202
1005	http://www.wikidata.org/entity/Q20194364	http://www.wikidata.org/entity/Q8898857	Category:Aldermen of Amsterdam	251	32
1004	http://www.wikidata.org/entity/Q60576876	http://www.wikidata.org/entity/Q61144809	Category:English MPs 1410	251	49
1003	http://www.wikidata.org/entity/Q1206293	http://www.wikidata.org/entity/Q8518142	Category:Medieval Germany	251	60
1006	http://www.wikidata.org/entity/Q28195113	http://www.wikidata.org/entity/Q8851511	Category:U.S. Siracusa	250	4
1008	http://www.wikidata.org/entity/Q1011564	http://www.wikidata.org/entity/Q6449598	Category:Best Musical or Comedy Actress Golden Globe (film) winners	249	65
1009	http://www.wikidata.org/entity/Q45578	http://www.wikidata.org/entity/Q8784382	Category:2008 United States presidential election	249	33
1007	http://www.wikidata.org/entity/Q60576872	http://www.wikidata.org/entity/Q61144750	Category:English MPs January 1404	249	41
1013	http://www.wikidata.org/entity/Q21057452	http://www.wikidata.org/entity/Q7765538	Category:Beach soccer players	248	20
1012	http://www.wikidata.org/entity/Q373548	http://www.wikidata.org/entity/Q7235752	Category:Presidents of Bolivia	248	73
1010	http://www.wikidata.org/entity/Q16156383	http://www.wikidata.org/entity/Q7444269	Category:Tubists	248	6
1011	http://www.wikidata.org/entity/Q237534	http://www.wikidata.org/entity/Q3919802	Category:Austrian people	248	42
1014	http://www.wikidata.org/entity/Q852448	http://www.wikidata.org/entity/Q5665374	Category:Presidents of Nicaragua	247	80
1018	http://www.wikidata.org/entity/Q62569586	http://www.wikidata.org/entity/Q8393200	Category:Commanders First Class of the Order of the Sword	246	62
1015	http://www.wikidata.org/entity/Q375545	http://www.wikidata.org/entity/Q8553986	Category:Irish Open Badminton Championships	246	0
1019	http://www.wikidata.org/entity/Q37303721	http://www.wikidata.org/entity/Q13277844	Category:Northern Ireland MLAs 2003–2007	246	113
1017	http://www.wikidata.org/entity/Q821067	http://www.wikidata.org/entity/Q6846021	Category:Virtual Console games	246	500
1016	http://www.wikidata.org/entity/Q2642760	http://www.wikidata.org/entity/Q7511222	Category:Vigilante films	246	13
1022	http://www.wikidata.org/entity/Q11750	http://www.wikidata.org/entity/Q8597249	Category:Lists of countries	245	167
1023	http://www.wikidata.org/entity/Q60581081	http://www.wikidata.org/entity/Q30730770	Category:English MPs 1381	245	51
1021	http://www.wikidata.org/entity/Q1534196	http://www.wikidata.org/entity/Q9144419	Category:Goethe-Preis der Stadt Berlin	245	0
1020	http://www.wikidata.org/entity/Q54801	http://www.wikidata.org/entity/Q8772187	Category:LMP – Hungary's Green Party politicians	245	29
1024	http://www.wikidata.org/entity/Q19604139	http://www.wikidata.org/entity/Q7959031	Category:Polish-language surnames	245	500
1025	http://www.wikidata.org/entity/Q1282763	http://www.wikidata.org/entity/Q19961778	Category:People from Tahiti	244	46
1027	http://www.wikidata.org/entity/Q20906226	http://www.wikidata.org/entity/Q8956351	Category:Narew basin	243	5
1028	http://www.wikidata.org/entity/Q60581110	http://www.wikidata.org/entity/Q60688970	Category:English MPs October 1383	243	52
1026	http://www.wikidata.org/entity/Q12969145	http://www.wikidata.org/entity/Q7239195	Category:Presidents of Argentina	243	63
1029	http://www.wikidata.org/entity/Q1061580	http://www.wikidata.org/entity/Q6461577	Category:Atari games	242	287
1032	http://www.wikidata.org/entity/Q328070	http://www.wikidata.org/entity/Q8916185	Category:Listed buildings in Sweden	241	65
1030	http://www.wikidata.org/entity/Q473853	http://www.wikidata.org/entity/Q8709468	Category:School shootings	241	11
1033	http://www.wikidata.org/entity/Q47932	http://www.wikidata.org/entity/Q8566096	Category:Jewish National Council members	241	27
1031	http://www.wikidata.org/entity/Q60576870	http://www.wikidata.org/entity/Q61293166	Category:English MPs 1401	241	43
1035	http://www.wikidata.org/entity/Q49814927	http://www.wikidata.org/entity/Q8301664	Category:Bishops of Barcelona	240	24
1034	http://www.wikidata.org/entity/Q12193926	http://www.wikidata.org/entity/Q8620292	Category:Members of the Royal Victorian Order	240	274
1036	http://www.wikidata.org/entity/Q15729481	http://www.wikidata.org/entity/Q8301923	Category:Bishops of Metz	240	45
1037	http://www.wikidata.org/entity/Q4442635	http://www.wikidata.org/entity/Q8609859	Category:Marshall Scholars	240	177
1039	http://www.wikidata.org/entity/Q60581097	http://www.wikidata.org/entity/Q60688982	Category:English MPs October 1382	239	47
1038	http://www.wikidata.org/entity/Q15054484	http://www.wikidata.org/entity/Q8296346	Category:Belgian noble families	239	67
1041	http://www.wikidata.org/entity/Q83575	http://www.wikidata.org/entity/Q10237398	Category:Persegres Gresik players	238	29
1042	http://www.wikidata.org/entity/Q24293741	http://www.wikidata.org/entity/Q9525613	Category:Anarcho-syndicalists	238	100
1040	http://www.wikidata.org/entity/Q11797864	http://www.wikidata.org/entity/Q7004609	Category:High Sheriffs of Herefordshire	238	62
1046	http://www.wikidata.org/entity/Q2151209	http://www.wikidata.org/entity/Q8775100	Category:Popular Liberal Action politicians	237	15
1045	http://www.wikidata.org/entity/Q7012398	http://www.wikidata.org/entity/Q8674710	Category:New West Records artists	237	44
1043	http://www.wikidata.org/entity/Q712827	http://www.wikidata.org/entity/Q25190068	Category:Films produced by Alain Sarde	237	30
1047	http://www.wikidata.org/entity/Q661534	http://www.wikidata.org/entity/Q9592356	Category:House of Barcelona	237	21
1044	http://www.wikidata.org/entity/Q5162993	http://www.wikidata.org/entity/Q8414920	Category:Conservation parks of Australia	237	4
1048	http://www.wikidata.org/entity/Q178630	http://www.wikidata.org/entity/Q7062223	Category:Portuguese people	236	41
1049	http://www.wikidata.org/entity/Q694854	http://www.wikidata.org/entity/Q8445719	Category:Fellner & Helmer buildings	236	0
1052	http://www.wikidata.org/entity/Q22582345	http://www.wikidata.org/entity/Q8302097	Category:Bishops of Verdun	235	18
1053	http://www.wikidata.org/entity/Q35086304	http://www.wikidata.org/entity/Q8956423	Category:Oise basin	235	4
1051	http://www.wikidata.org/entity/Q1165430	http://www.wikidata.org/entity/Q30543024	Category:Taoist priest	235	0
1050	http://www.wikidata.org/entity/Q50220100	http://www.wikidata.org/entity/Q7723502	Category:Bishops of Oviedo	235	17
1056	http://www.wikidata.org/entity/Q18345366	http://www.wikidata.org/entity/Q24576119	Category:Latin Grammy Lifetime Achievement Award winners	234	116
1058	http://www.wikidata.org/entity/Q5756957	http://www.wikidata.org/entity/Q7004732	Category:High Sheriffs of Worcestershire	234	77
1054	http://www.wikidata.org/entity/Q65937350	http://www.wikidata.org/entity/Q13343792	Category:Prefects of Sarthe	234	5
1057	http://www.wikidata.org/entity/Q106963352	http://www.wikidata.org/entity/Q7981606	Category:Honorary citizens of Ternopil	234	0
1055	http://www.wikidata.org/entity/Q6797712	http://www.wikidata.org/entity/Q8613178	Category:Mayors of Galway	234	114
1060	http://www.wikidata.org/entity/Q3879177	http://www.wikidata.org/entity/Q8689766	Category:Nu Image films	233	92
1061	http://www.wikidata.org/entity/Q109933504	http://www.wikidata.org/entity/Q9109664	Category:Ciociaro costume	233	0
1059	http://www.wikidata.org/entity/Q28570372	http://www.wikidata.org/entity/Q8789705	Category:Prefects of Pyrénées-Orientales	233	4
1062	http://www.wikidata.org/entity/Q678414	http://www.wikidata.org/entity/Q7865245	Category:IEEE Medal of Honor recipients	231	102
1063	http://www.wikidata.org/entity/Q60576897	http://www.wikidata.org/entity/Q55958350	Category:English MPs 1426	230	36
1064	http://www.wikidata.org/entity/Q353628	http://www.wikidata.org/entity/Q9577451	Category:Paintings by Arkhip Kuindzhi	230	0
1066	http://www.wikidata.org/entity/Q65989078	http://www.wikidata.org/entity/Q13288286	Category:Prefects of Tarn (department)	229	1
1065	http://www.wikidata.org/entity/Q60576899	http://www.wikidata.org/entity/Q61144816	Category:English MPs 1429	229	44
1067	http://www.wikidata.org/entity/Q101084010	http://www.wikidata.org/entity/Q6374154	Category:Folk musicians	229	28
1071	http://www.wikidata.org/entity/Q845929	http://www.wikidata.org/entity/Q7135397	Category:Pretenders	228	126
1070	http://www.wikidata.org/entity/Q1369944	http://www.wikidata.org/entity/Q6854106	Category:American people of French descent	228	500
1068	http://www.wikidata.org/entity/Q108395614	http://www.wikidata.org/entity/Q3595980	Category:Volleyball clubs	228	11
1069	http://www.wikidata.org/entity/Q105687046	http://www.wikidata.org/entity/Q8417967	Category:Copa del Rey finals	228	123
1072	http://www.wikidata.org/entity/Q23049782	http://www.wikidata.org/entity/Q8360048	Category:Dames Companion of the New Zealand Order of Merit	228	107
1073	http://www.wikidata.org/entity/Q56875742	http://www.wikidata.org/entity/Q13343790	Category:Prefects of Lozère	227	0
1075	http://www.wikidata.org/entity/Q1864938	http://www.wikidata.org/entity/Q13268525	Category:Listenable Records albums	227	28
1074	http://www.wikidata.org/entity/Q15124573	http://www.wikidata.org/entity/Q7980683	Category:Honorary citizens of Berlin	227	0
1076	http://www.wikidata.org/entity/Q42961155	http://www.wikidata.org/entity/Q8383745	Category:Districts of Milan	227	78
1077	http://www.wikidata.org/entity/Q50357394	http://www.wikidata.org/entity/Q8991492	Category:Bishops of Girona	226	5
1078	http://www.wikidata.org/entity/Q20853550	http://www.wikidata.org/entity/Q7594487	Category:Honorary doctorates of the Jagellonian University	226	0
1079	http://www.wikidata.org/entity/Q4806271	http://www.wikidata.org/entity/Q8398192	Category:Ecological stations of Brazil	225	63
1081	http://www.wikidata.org/entity/Q1773668	http://www.wikidata.org/entity/Q9473582	Category:Warsaw Pact invasion of Czechoslovakia	225	24
1080	http://www.wikidata.org/entity/Q104594648	http://www.wikidata.org/entity/Q8791665	Category:Presidents of the Royal Statistical Society	225	100
1082	http://www.wikidata.org/entity/Q192096	http://www.wikidata.org/entity/Q8308701	Category:Bowed string instruments	225	46
1083	http://www.wikidata.org/entity/Q50413932	http://www.wikidata.org/entity/Q6307275	Category:Rectors of the University of Barcelona	225	0
1085	http://www.wikidata.org/entity/Q26690869	http://www.wikidata.org/entity/Q9763240	Category:Mayors of Palafrugell	224	0
1087	http://www.wikidata.org/entity/Q568857	http://www.wikidata.org/entity/Q7779685	Category:Recipients of the Order of the Crown (Württemberg)	224	0
1086	http://www.wikidata.org/entity/Q186610	http://www.wikidata.org/entity/Q16809861	Category:Time loop films	224	92
1084	http://www.wikidata.org/entity/Q1700510	http://www.wikidata.org/entity/Q6374394	Category:Golden Leopard winners	224	89
1088	http://www.wikidata.org/entity/Q201190	http://www.wikidata.org/entity/Q7029951	Category:Palestinian people	223	29
1089	http://www.wikidata.org/entity/Q797930	http://www.wikidata.org/entity/Q7909028	Category:Babylonian people	223	20
1091	http://www.wikidata.org/entity/Q686372	http://www.wikidata.org/entity/Q8588038	Category:Liberal Democracy (France) politicians	222	47
1090	http://www.wikidata.org/entity/Q49256480	http://www.wikidata.org/entity/Q10817856	Category:Tainan City Councilors	222	10
1094	http://www.wikidata.org/entity/Q1789199	http://www.wikidata.org/entity/Q8365129	Category:Christian Democrats (Denmark) politicians	221	11
1095	http://www.wikidata.org/entity/Q1137248	http://www.wikidata.org/entity/Q8415758	Category:Democratic Constitutional Rally politicians	221	23
1093	http://www.wikidata.org/entity/Q126756	http://www.wikidata.org/entity/Q7216886	Category:Basque	221	27
1092	http://www.wikidata.org/entity/Q15307583	http://www.wikidata.org/entity/Q6688115	Category:Ghanaian people	221	29
1097	http://www.wikidata.org/entity/Q111241092	http://www.wikidata.org/entity/Q6307186	Category:Reboot films	220	130
1099	http://www.wikidata.org/entity/Q18011734	http://www.wikidata.org/entity/Q7779143	Category:Knights Grand Cross of the Order of Leopold II (Austria)	220	0
1096	http://www.wikidata.org/entity/Q85341917	http://www.wikidata.org/entity/Q13267357	Category:LGBT-related video games	220	171
1098	http://www.wikidata.org/entity/Q17175157	http://www.wikidata.org/entity/Q8614023	Category:Mayors of places in Germany	220	38
1100	http://www.wikidata.org/entity/Q402913	http://www.wikidata.org/entity/Q8297418	Category:Bengali people	219	176
1104	http://www.wikidata.org/entity/Q106675732	http://www.wikidata.org/entity/Q8586820	Category:Legal writers	219	61
1101	http://www.wikidata.org/entity/Q64759495	http://www.wikidata.org/entity/Q13343782	Category:Prefects of Orne	219	1
1102	http://www.wikidata.org/entity/Q7349636	http://www.wikidata.org/entity/Q70231182	Category:Robert-Schuman-Medal	219	0
1103	http://www.wikidata.org/entity/Q19588578	http://www.wikidata.org/entity/Q6420535	Category:Experimental musicians	219	92
1105	http://www.wikidata.org/entity/Q5442753	http://www.wikidata.org/entity/Q8446036	Category:Female buddy films	218	7
1107	http://www.wikidata.org/entity/Q66810026	http://www.wikidata.org/entity/Q18618281	Category:Officers of the Military Order of Avis	218	0
1108	http://www.wikidata.org/entity/Q327401	http://www.wikidata.org/entity/Q7476798	Category:German resistance to Nazism	218	86
1106	http://www.wikidata.org/entity/Q7846306	http://www.wikidata.org/entity/Q8873709	Category:Trost & Trost buildings	218	0
1109	http://www.wikidata.org/entity/Q60576900	http://www.wikidata.org/entity/Q61144796	Category:English MPs 1431	217	36
1110	http://www.wikidata.org/entity/Q6055547	http://www.wikidata.org/entity/Q8551576	Category:Internet Hall of Fame	217	0
1111	http://www.wikidata.org/entity/Q3369894	http://www.wikidata.org/entity/Q25009574	Category:League of Women Voters	217	18
1112	http://www.wikidata.org/entity/Q784589	http://www.wikidata.org/entity/Q13290243	Category:Pulitzer Prize for General Non-Fiction winners	217	71
1113	http://www.wikidata.org/entity/Q691704	http://www.wikidata.org/entity/Q8683086	Category:Rotterdam Metro	216	5
1115	http://www.wikidata.org/entity/Q59358159	http://www.wikidata.org/entity/Q8575074	Category:Knights Grand Cross of the Order of the Immaculate Conception of Vila Viçosa	216	70
1114	http://www.wikidata.org/entity/Q2028885	http://www.wikidata.org/entity/Q7157584	Category:Recipients of the Order of the Crown of Thailand	216	0
1117	http://www.wikidata.org/entity/Q20887167	http://www.wikidata.org/entity/Q8692434	Category:Officers of the Order of Saint James of the Sword	215	12
1119	http://www.wikidata.org/entity/Q60581089	http://www.wikidata.org/entity/Q60688965	Category:English MPs May 1382	215	47
1118	http://www.wikidata.org/entity/Q4824396	http://www.wikidata.org/entity/Q8276349	Category:Australian Living Treasures	215	0
1116	http://www.wikidata.org/entity/Q16787467	http://www.wikidata.org/entity/Q8393265	Category:Commanders of the Order of Leopold II	215	39
1120	http://www.wikidata.org/entity/Q63052079	http://www.wikidata.org/entity/Q13343797	Category:Prefects of Hautes-Alpes	215	0
1124	http://www.wikidata.org/entity/Q65500763	http://www.wikidata.org/entity/Q13288288	Category:Prefects of Somme (department)	214	4
1122	http://www.wikidata.org/entity/Q64988695	http://www.wikidata.org/entity/Q13343799	Category:Prefects of Landes (department)	214	5
1125	http://www.wikidata.org/entity/Q5756693	http://www.wikidata.org/entity/Q7004536	Category:High Sheriffs of Bedfordshire	214	73
1121	http://www.wikidata.org/entity/Q46200876	http://www.wikidata.org/entity/Q8955927	Category:Durance basin	214	5
1123	http://www.wikidata.org/entity/Q55497237	http://www.wikidata.org/entity/Q9144942	Category:Knights of the Order of the Iron Crown (Austria)	214	0
1126	http://www.wikidata.org/entity/Q65979301	http://www.wikidata.org/entity/Q13343783	Category:Prefects of Corrèze	213	2
1127	http://www.wikidata.org/entity/Q3072042	http://www.wikidata.org/entity/Q6838871	Category:Kung fu films	212	425
1128	http://www.wikidata.org/entity/Q3745430	http://www.wikidata.org/entity/Q6837610	Category:Satirical films	212	43
1130	http://www.wikidata.org/entity/Q1407699	http://www.wikidata.org/entity/Q8597959	Category:Lists of number-one songs in the United States	211	90
1129	http://www.wikidata.org/entity/Q60576884	http://www.wikidata.org/entity/Q61293160	Category:English MPs 1415	211	39
1134	http://www.wikidata.org/entity/Q1983457	http://www.wikidata.org/entity/Q8773956	Category:PolyGram Filmed Entertainment films	210	135
1132	http://www.wikidata.org/entity/Q25287226	http://www.wikidata.org/entity/Q8943929	Category:Honorary doctors of the University of Geneva	210	0
1131	http://www.wikidata.org/entity/Q57936775	http://www.wikidata.org/entity/Q7149574	Category:Remixers	210	500
1135	http://www.wikidata.org/entity/Q55737401	http://www.wikidata.org/entity/Q7134014	Category:Christian theologians	210	60
1133	http://www.wikidata.org/entity/Q1065444	http://www.wikidata.org/entity/Q8569924	Category:Kaiju films	210	145
1138	http://www.wikidata.org/entity/Q65515755	http://www.wikidata.org/entity/Q13343776	Category:Prefects of Aude	209	3
1139	http://www.wikidata.org/entity/Q999540	http://www.wikidata.org/entity/Q8783447	Category:Populated places in the Municipality of Podčetrtek	209	26
1140	http://www.wikidata.org/entity/Q693032	http://www.wikidata.org/entity/Q8497127	Category:Governors of Maryland	209	34
1136	http://www.wikidata.org/entity/Q18277108	http://www.wikidata.org/entity/Q8619167	Category:Members of the Congress of Guatemala	209	47
1137	http://www.wikidata.org/entity/Q846482	http://www.wikidata.org/entity/Q7864558	Category:Recipients of the War Cross for Military Valor	209	43
1143	http://www.wikidata.org/entity/Q66317714	http://www.wikidata.org/entity/Q8789673	Category:Prefects of Ariège (department)	208	3
1142	http://www.wikidata.org/entity/Q49967564	http://www.wikidata.org/entity/Q7723614	Category:Bishops of Urgell	208	56
1144	http://www.wikidata.org/entity/Q56875756	http://www.wikidata.org/entity/Q13288289	Category:Prefects of Var (department)	208	3
1141	http://www.wikidata.org/entity/Q66286722	http://www.wikidata.org/entity/Q13343778	Category:Prefects of Indre	208	0
1148	http://www.wikidata.org/entity/Q953822	http://www.wikidata.org/entity/Q7484812	Category:Cantons of Costa Rica	207	2
1146	http://www.wikidata.org/entity/Q5623701	http://www.wikidata.org/entity/Q8828382	Category:Talk message boxes	207	500
1147	http://www.wikidata.org/entity/Q62747909	http://www.wikidata.org/entity/Q13288274	Category:Prefects of Aveyron	207	2
1149	http://www.wikidata.org/entity/Q60576873	http://www.wikidata.org/entity/Q60579005	Category:English MPs October 1404	207	35
1145	http://www.wikidata.org/entity/Q66055935	http://www.wikidata.org/entity/Q14440005	Category:Prefects of Tarn-et-Garonne	207	5
1152	http://www.wikidata.org/entity/Q179885	http://www.wikidata.org/entity/Q9484050	Category:Jacobins	206	57
1151	http://www.wikidata.org/entity/Q28058113	http://www.wikidata.org/entity/Q25710628	Category:Prefects of Nièvre	206	0
1150	http://www.wikidata.org/entity/Q52988199	http://www.wikidata.org/entity/Q8613871	Category:Mayors of Wellington	206	40
1157	http://www.wikidata.org/entity/Q66023281	http://www.wikidata.org/entity/Q8789709	Category:Prefects of Saône-et-Loire	205	3
1155	http://www.wikidata.org/entity/Q21328626	http://www.wikidata.org/entity/Q65693273	Category:Members of National Council of Monaco	205	0
1154	http://www.wikidata.org/entity/Q3551775	http://www.wikidata.org/entity/Q7155752	Category:Universities in France	205	16
1159	http://www.wikidata.org/entity/Q17613667	http://www.wikidata.org/entity/Q8637563	Category:Recipients of the Great Cross of the National Order of Scientific Merit (Brazil)	205	80
1156	http://www.wikidata.org/entity/Q23901442	http://www.wikidata.org/entity/Q8634092	Category:Ministers of National Education and Religious Affairs of Greece	205	27
1153	http://www.wikidata.org/entity/Q60642439	http://www.wikidata.org/entity/Q25710654	Category:Prefects of Loire	205	0
1158	http://www.wikidata.org/entity/Q1216982	http://www.wikidata.org/entity/Q8660097	Category:Historicist buildings and structures	205	0
1165	http://www.wikidata.org/entity/Q65493673	http://www.wikidata.org/entity/Q25710574	Category:Prefects of Hérault	204	0
1161	http://www.wikidata.org/entity/Q61927392	http://www.wikidata.org/entity/Q13288273	Category:Prefects of Ardèche	204	3
1162	http://www.wikidata.org/entity/Q960248	http://www.wikidata.org/entity/Q8361743	Category:Danish National Badminton Championships	204	0
1160	http://www.wikidata.org/entity/Q49255298	http://www.wikidata.org/entity/Q9581374	Category:Taipei County Council members	204	0
1163	http://www.wikidata.org/entity/Q1968072	http://www.wikidata.org/entity/Q7039738	Category:National Front (Iran) politicians	204	40
1164	http://www.wikidata.org/entity/Q113961864	http://www.wikidata.org/entity/Q7336197	Category:Comparative literature academics	204	91
1167	http://www.wikidata.org/entity/Q518365	http://www.wikidata.org/entity/Q8528165	Category:Hungarians in Romania	203	29
1166	http://www.wikidata.org/entity/Q60581067	http://www.wikidata.org/entity/Q60688969	Category:English MPs January 1380	203	47
1171	http://www.wikidata.org/entity/Q63967181	http://www.wikidata.org/entity/Q13343806	Category:Prefects of Cher	203	0
1170	http://www.wikidata.org/entity/Q1636762	http://www.wikidata.org/entity/Q8302008	Category:Bishops of Salisbury	203	82
1169	http://www.wikidata.org/entity/Q40032299	http://www.wikidata.org/entity/Q8242127	Category:Ambassadors of the Soviet Union	203	94
1168	http://www.wikidata.org/entity/Q41728845	http://www.wikidata.org/entity/Q13343807	Category:Prefects of Gers	203	4
1172	http://www.wikidata.org/entity/Q6127469	http://www.wikidata.org/entity/Q7029721	Category:Jamaican people	203	31
1173	http://www.wikidata.org/entity/Q19345638	http://www.wikidata.org/entity/Q6999302	Category:Judges of the Federal Court of Australia	202	117
1176	http://www.wikidata.org/entity/Q5756835	http://www.wikidata.org/entity/Q7004624	Category:High Sheriffs of Lancashire	201	99
1175	http://www.wikidata.org/entity/Q2334076	http://www.wikidata.org/entity/Q5637095	Category:Prime Ministers of Norway	201	46
1177	http://www.wikidata.org/entity/Q1307504	http://www.wikidata.org/entity/Q6994950	Category:Bishops of Rochester	201	111
1178	http://www.wikidata.org/entity/Q29448653	http://www.wikidata.org/entity/Q8219876	Category:Accompanists	201	41
1174	http://www.wikidata.org/entity/Q876040	http://www.wikidata.org/entity/Q4966873	Category:Wikipedia people	201	78
1183	http://www.wikidata.org/entity/Q1957668	http://www.wikidata.org/entity/Q8637857	Category:Recipients of the Aeronautical Medal	200	47
1184	http://www.wikidata.org/entity/Q1047729	http://www.wikidata.org/entity/Q30646129	Category:Casiopea video albums	200	5
1182	http://www.wikidata.org/entity/Q66305373	http://www.wikidata.org/entity/Q13343787	Category:Prefects of Haute-Loire	200	0
