Item1,Item2,Item3,Item4,BestItem,WorstItem
Марат Мубинович Сафин,Андре Агасси,Штеффи Граф,Георг VI,Марат Мубинович Сафин,Георг VI
Марат Мубинович Сафин,Андре Агасси,Штеффи Граф,Георг VI,Андре Агасси,Георг VI
Марат Мубинович Сафин,Андре Агасси,Штеффи Граф,Георг VI,Марат Мубинович Сафин,Георг VI
Марат Мубинович Сафин,Андре Агасси,Штеффи Граф,Георг VI,Марат Мубинович Сафин,Георг VI
Марат Мубинович Сафин,Андре Агасси,Штеффи Граф,Георг VI,Марат Мубинович Сафин,Андре Агасси
Марат Мубинович Сафин,Андре Агасси,Штеффи Граф,Георг VI,Георг VI,Андре Агасси
Георг VI,Джон Макинрой,Борис Беккер,Энди Маррей,Энди Маррей,Георг VI
Георг VI,Джон Макинрой,Борис Беккер,Энди Маррей,Борис Беккер,Георг VI
Георг VI,Джон Макинрой,Борис Беккер,Энди Маррей,Борис Беккер,Георг VI
Штеффи Граф,Роджер Федерер,Серена Уильямс,Андре Агасси,Андре Агасси,Серена Уильямс
Штеффи Граф,Роджер Федерер,Серена Уильямс,Андре Агасси,Роджер Федерер,Штеффи Граф
Штеффи Граф,Роджер Федерер,Серена Уильямс,Андре Агасси,Роджер Федерер,Штеффи Граф
Штеффи Граф,Роджер Федерер,Серена Уильямс,Андре Агасси,Роджер Федерер,Андре Агасси
Штеффи Граф,Роджер Федерер,Серена Уильямс,Андре Агасси,Серена Уильямс,Андре Агасси
Александр Александрович Зверев,Рафаэль Надаль,Винус Уильямс,Георг VI,Рафаэль Надаль,Георг VI
Александр Александрович Зверев,Рафаэль Надаль,Винус Уильямс,Георг VI,Рафаэль Надаль,Георг VI
Новак Джокович,Серена Уильямс,Штеффи Граф,Борис Беккер,Серена Уильямс,Борис Беккер
Анна Сергеевна Курникова,Георг VI,Винус Уильямс,Даниил Сергеевич Медведев,Даниил Сергеевич Медведев,Георг VI
Джон Макинрой,Роджер Федерер,Марат Мубинович Сафин,Анна Сергеевна Курникова,Марат Мубинович Сафин,Анна Сергеевна Курникова
Джон Макинрой,Роджер Федерер,Марат Мубинович Сафин,Анна Сергеевна Курникова,Анна Сергеевна Курникова,Роджер Федерер
Джон Макинрой,Роджер Федерер,Марат Мубинович Сафин,Анна Сергеевна Курникова,Роджер Федерер,Анна Сергеевна Курникова
Джон Макинрой,Роджер Федерер,Марат Мубинович Сафин,Анна Сергеевна Курникова,Анна Сергеевна Курникова,Марат Мубинович Сафин
Новак Джокович,Даниил Сергеевич Медведев,Рафаэль Надаль,Марат Мубинович Сафин,Марат Мубинович Сафин,Даниил Сергеевич Медведев
Новак Джокович,Даниил Сергеевич Медведев,Рафаэль Надаль,Марат Мубинович Сафин,Новак Джокович,Марат Мубинович Сафин
Георг VI,Джон Макинрой,Борис Беккер,Энди Маррей,Джон Макинрой,Георг VI
