Item1,Item2,Item3,Item4,BestItem,WorstItem
Борис Абрамович Березовский,Теодор Качински,математика,Вернер Гейзенберг,математика,Борис Абрамович Березовский
Борис Абрамович Березовский,Теодор Качински,математика,Вернер Гейзенберг,математика,Борис Абрамович Березовский
Борис Абрамович Березовский,Теодор Качински,математика,Вернер Гейзенберг,математика,Борис Абрамович Березовский
Борис Абрамович Березовский,Теодор Качински,математика,Вернер Гейзенберг,математика,Вернер Гейзенберг
Борис Абрамович Березовский,Теодор Качински,математика,Вернер Гейзенберг,математика,Теодор Качински
Борис Абрамович Березовский,Теодор Качински,математика,Вернер Гейзенберг,математика,Теодор Качински
Исаак Ньютон,Джоан Кларк,Михаил Васильевич Ломоносов,Теодор Качински,Джоан Кларк,Теодор Качински
Исаак Ньютон,Джоан Кларк,Михаил Васильевич Ломоносов,Теодор Качински,Исаак Ньютон,Теодор Качински
Борис Гребенщиков,Альбрехт Дюрер,Иммануил Кант,Вернер Гейзенберг,Иммануил Кант,Борис Гребенщиков
Борис Гребенщиков,Альбрехт Дюрер,Иммануил Кант,Вернер Гейзенберг,Альбрехт Дюрер,Вернер Гейзенберг
Борис Гребенщиков,Альбрехт Дюрер,Иммануил Кант,Вернер Гейзенберг,Иммануил Кант,Борис Гребенщиков
Борис Гребенщиков,Альбрехт Дюрер,Иммануил Кант,Вернер Гейзенберг,Вернер Гейзенберг,Борис Гребенщиков
Борис Гребенщиков,Альбрехт Дюрер,Иммануил Кант,Вернер Гейзенберг,Альбрехт Дюрер,Борис Гребенщиков
Исаак Ньютон,Джоан Кларк,Михаил Васильевич Ломоносов,Теодор Качински,Исаак Ньютон,Теодор Качински
Исаак Ньютон,Джоан Кларк,Михаил Васильевич Ломоносов,Теодор Качински,Михаил Васильевич Ломоносов,Теодор Качински
Исаак Ньютон,Джоан Кларк,Михаил Васильевич Ломоносов,Теодор Качински,Исаак Ньютон,Михаил Васильевич Ломоносов
Исаак Ньютон,Джоан Кларк,Михаил Васильевич Ломоносов,Теодор Качински,Джоан Кларк,Михаил Васильевич Ломоносов
Борис Гребенщиков,Альбрехт Дюрер,Иммануил Кант,Вернер Гейзенберг,Иммануил Кант,Борис Гребенщиков
математика,Борис Абрамович Березовский,Иммануил Кант,Ли Сяньлун,Иммануил Кант,Борис Абрамович Березовский
математика,Борис Абрамович Березовский,Иммануил Кант,Ли Сяньлун,Иммануил Кант,Борис Абрамович Березовский
Карл Фридрих Гаусс,Иммануил Кант,Исаак Ньютон,Борис Абрамович Березовский,Карл Фридрих Гаусс,Борис Абрамович Березовский
Карл Фридрих Гаусс,Иммануил Кант,Исаак Ньютон,Борис Абрамович Березовский,Исаак Ньютон,Борис Абрамович Березовский
Карл Фридрих Гаусс,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Иммануил Кант,Карл Фридрих Гаусс,Михаил Васильевич Ломоносов
Карл Фридрих Гаусс,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Иммануил Кант,Карл Фридрих Гаусс,Иммануил Кант
Карл Фридрих Гаусс,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Иммануил Кант,Карл Фридрих Гаусс,Иммануил Кант
Карл Фридрих Гаусс,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Иммануил Кант,Михаил Васильевич Ломоносов,Вернер Гейзенберг
Карл Фридрих Гаусс,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Иммануил Кант,Михаил Васильевич Ломоносов,Иммануил Кант
Исаак Ньютон,Леонардо да Винчи,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Михаил Васильевич Ломоносов,Леонардо да Винчи
Исаак Ньютон,Леонардо да Винчи,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Михаил Васильевич Ломоносов,Леонардо да Винчи
Исаак Ньютон,Леонардо да Винчи,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Михаил Васильевич Ломоносов,Леонардо да Винчи
Макс Борн,Михаил Васильевич Ломоносов,Аркадий Волож,Григорий Яковлевич Перельман,Григорий Яковлевич Перельман,Михаил Васильевич Ломоносов
Макс Борн,Михаил Васильевич Ломоносов,Аркадий Волож,Григорий Яковлевич Перельман,Михаил Васильевич Ломоносов,Аркадий Волож
Макс Борн,Михаил Васильевич Ломоносов,Аркадий Волож,Григорий Яковлевич Перельман,Григорий Яковлевич Перельман,Аркадий Волож
Макс Борн,Михаил Васильевич Ломоносов,Аркадий Волож,Григорий Яковлевич Перельман,Григорий Яковлевич Перельман,Аркадий Волож
Макс Борн,Михаил Васильевич Ломоносов,Аркадий Волож,Григорий Яковлевич Перельман,Григорий Яковлевич Перельман,Аркадий Волож
Макс Борн,Михаил Васильевич Ломоносов,Аркадий Волож,Григорий Яковлевич Перельман,Макс Борн,Аркадий Волож
Ли Сяньлун,Теодор Качински,Леонардо да Винчи,Иммануил Кант,Теодор Качински,Иммануил Кант
Карл Фридрих Гаусс,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Иммануил Кант,Карл Фридрих Гаусс,Михаил Васильевич Ломоносов
Томас Алва Эдисон,Аркадий Волож,Леонардо да Винчи,Карл Фридрих Гаусс,Леонардо да Винчи,Томас Алва Эдисон
Томас Алва Эдисон,Аркадий Волож,Леонардо да Винчи,Карл Фридрих Гаусс,Карл Фридрих Гаусс,Аркадий Волож
Исаак Ньютон,Леонардо да Винчи,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Михаил Васильевич Ломоносов,Вернер Гейзенберг
Томас Алва Эдисон,Аркадий Волож,Леонардо да Винчи,Карл Фридрих Гаусс,Карл Фридрих Гаусс,Аркадий Волож
Исаак Ньютон,Леонардо да Винчи,Вернер Гейзенберг,Михаил Васильевич Ломоносов,Исаак Ньютон,Леонардо да Винчи
Томас Алва Эдисон,Аркадий Волож,Леонардо да Винчи,Карл Фридрих Гаусс,Карл Фридрих Гаусс,Аркадий Волож
Томас Алва Эдисон,Аркадий Волож,Леонардо да Винчи,Карл Фридрих Гаусс,Леонардо да Винчи,Томас Алва Эдисон
Ли Сяньлун,Теодор Качински,Леонардо да Винчи,Иммануил Кант,Иммануил Кант,Леонардо да Винчи
Ли Сяньлун,Теодор Качински,Леонардо да Винчи,Иммануил Кант,Теодор Качински,Леонардо да Винчи
Томас Алва Эдисон,Аркадий Волож,Леонардо да Винчи,Карл Фридрих Гаусс,Томас Алва Эдисон,Леонардо да Винчи
Ли Сяньлун,Теодор Качински,Леонардо да Винчи,Иммануил Кант,Иммануил Кант,Ли Сяньлун
Ли Сяньлун,Теодор Качински,Леонардо да Винчи,Иммануил Кант,Иммануил Кант,Ли Сяньлун
Ли Сяньлун,Теодор Качински,Леонардо да Винчи,Иммануил Кант,Теодор Качински,Ли Сяньлун
Михаил Васильевич Ломоносов,Томас Алва Эдисон,Альбрехт Дюрер,Борис Гребенщиков,Михаил Васильевич Ломоносов,Борис Гребенщиков
Михаил Васильевич Ломоносов,Томас Алва Эдисон,Альбрехт Дюрер,Борис Гребенщиков,Михаил Васильевич Ломоносов,Борис Гребенщиков
Михаил Васильевич Ломоносов,Томас Алва Эдисон,Альбрехт Дюрер,Борис Гребенщиков,Альбрехт Дюрер,Борис Гребенщиков
Михаил Васильевич Ломоносов,Томас Алва Эдисон,Альбрехт Дюрер,Борис Гребенщиков,Михаил Васильевич Ломоносов,Борис Гребенщиков
Макс Борн,Аркадий Волож,Теодор Качински,математика,Теодор Качински,Аркадий Волож
Макс Борн,Аркадий Волож,Теодор Качински,математика,Теодор Качински,математика
Джоан Кларк,Томас Алва Эдисон,Аркадий Волож,Иммануил Кант,Джоан Кларк,Иммануил Кант
Макс Борн,Аркадий Волож,Теодор Качински,математика,Макс Борн,математика
Джоан Кларк,Томас Алва Эдисон,Аркадий Волож,Иммануил Кант,Томас Алва Эдисон,Иммануил Кант
Макс Борн,Аркадий Волож,Теодор Качински,математика,Аркадий Волож,математика
Джоан Кларк,Томас Алва Эдисон,Аркадий Волож,Иммануил Кант,Джоан Кларк,Иммануил Кант
Джоан Кларк,Томас Алва Эдисон,Аркадий Волож,Иммануил Кант,Иммануил Кант,Томас Алва Эдисон
Джоан Кларк,Томас Алва Эдисон,Аркадий Волож,Иммануил Кант,Джоан Кларк,Иммануил Кант
Джоан Кларк,Томас Алва Эдисон,Аркадий Волож,Иммануил Кант,Джоан Кларк,Иммануил Кант
Джон Форбс Нэш,Джоан Кларк,Леонардо да Винчи,Карл Фридрих Гаусс,Джон Форбс Нэш,Карл Фридрих Гаусс
Джон Форбс Нэш,Джоан Кларк,Леонардо да Винчи,Карл Фридрих Гаусс,Джоан Кларк,Леонардо да Винчи
