Item1,Item2,Item3,Item4,BestItem,WorstItem
Сергей Николаевич Анохин,спорт,"Фурнье, Эван","Же, Венсан",Сергей Николаевич Анохин,спорт
"Же, Венсан",спортсмен,спортивный комментатор,Сергей Николаевич Анохин,Сергей Николаевич Анохин,спортивный комментатор
"Же, Венсан",спортсмен,спортивный комментатор,Сергей Николаевич Анохин,спортсмен,"Же, Венсан"
"Же, Венсан",спортсмен,спортивный комментатор,Сергей Николаевич Анохин,спортсмен,"Же, Венсан"
спортивный комментатор,Гвендаль Пейзера,Энцо Фернандес,маршал,спортивный комментатор,маршал
спортивный комментатор,Гвендаль Пейзера,Энцо Фернандес,маршал,Энцо Фернандес,маршал
Амандин Анри,маршал,"Максимов, Дмитрий Вячеславович",Роджер Лодж,Амандин Анри,маршал
Амандин Анри,маршал,"Максимов, Дмитрий Вячеславович",Роджер Лодж,Роджер Лодж,маршал
Амандин Анри,маршал,"Максимов, Дмитрий Вячеславович",Роджер Лодж,Амандин Анри,маршал
Амандин Анри,маршал,"Максимов, Дмитрий Вячеславович",Роджер Лодж,Амандин Анри,маршал
маршал,спорт,Саммер Макинтош,"Максимов, Дмитрий Вячеславович",Саммер Макинтош,маршал
маршал,"Же, Венсан",Саммер Макинтош,спортивный комментатор,"Же, Венсан",маршал
маршал,спорт,Саммер Макинтош,"Максимов, Дмитрий Вячеславович",Саммер Макинтош,маршал
маршал,"Же, Венсан",Саммер Макинтош,спортивный комментатор,спортивный комментатор,маршал
маршал,"Же, Венсан",Саммер Макинтош,спортивный комментатор,спортивный комментатор,маршал
маршал,"Же, Венсан",Саммер Макинтош,спортивный комментатор,спортивный комментатор,маршал
маршал,спорт,Саммер Макинтош,"Максимов, Дмитрий Вячеславович","Максимов, Дмитрий Вячеславович",маршал
Роджер Лодж,спортсмен,маршал,Гвендаль Пейзера,Гвендаль Пейзера,маршал
Саммер Макинтош,спортивный комментатор,маршал,Амандин Анри,спортивный комментатор,маршал
Саммер Макинтош,спортивный комментатор,маршал,Амандин Анри,Саммер Макинтош,Амандин Анри
"Же, Венсан",спортсмен,спортивный комментатор,Сергей Николаевич Анохин,спортсмен,"Же, Венсан"
"Же, Венсан",спортсмен,спортивный комментатор,Сергей Николаевич Анохин,"Же, Венсан",Сергей Николаевич Анохин
спортивный комментатор,Гвендаль Пейзера,Энцо Фернандес,маршал,Энцо Фернандес,маршал
спортивный комментатор,Гвендаль Пейзера,Энцо Фернандес,маршал,спортивный комментатор,маршал
спортивный комментатор,Гвендаль Пейзера,Энцо Фернандес,маршал,Энцо Фернандес,маршал
спортивный комментатор,Гвендаль Пейзера,Энцо Фернандес,маршал,Энцо Фернандес,маршал
Амандин Анри,маршал,"Максимов, Дмитрий Вячеславович",Роджер Лодж,"Максимов, Дмитрий Вячеславович",маршал
Амандин Анри,маршал,"Максимов, Дмитрий Вячеславович",Роджер Лодж,маршал,"Максимов, Дмитрий Вячеславович"
маршал,спорт,Саммер Макинтош,"Максимов, Дмитрий Вячеславович",спорт,"Максимов, Дмитрий Вячеславович"
маршал,спорт,Саммер Макинтош,"Максимов, Дмитрий Вячеславович",Саммер Макинтош,маршал
маршал,"Же, Венсан",Саммер Макинтош,спортивный комментатор,Саммер Макинтош,маршал
маршал,"Же, Венсан",Саммер Макинтош,спортивный комментатор,спортивный комментатор,маршал
Роджер Лодж,спортсмен,маршал,Гвендаль Пейзера,спортсмен,маршал
Роджер Лодж,спортсмен,маршал,Гвендаль Пейзера,спортсмен,Гвендаль Пейзера
Роджер Лодж,спортсмен,маршал,Гвендаль Пейзера,Гвендаль Пейзера,Роджер Лодж
Саммер Макинтош,спортивный комментатор,маршал,Амандин Анри,Саммер Макинтош,маршал
Саммер Макинтош,спортивный комментатор,маршал,Амандин Анри,Саммер Макинтош,маршал
Саммер Макинтош,спортивный комментатор,маршал,Амандин Анри,Амандин Анри,маршал
Роджер Лодж,спортсмен,маршал,Гвендаль Пейзера,спортсмен,маршал
Саммер Макинтош,спортивный комментатор,маршал,Амандин Анри,спортивный комментатор,маршал
"Же, Венсан",спортсмен,спортивный комментатор,Сергей Николаевич Анохин,спортивный комментатор,"Же, Венсан"
Роджер Лодж,спортсмен,маршал,Гвендаль Пейзера,спортсмен,маршал
спортивный комментатор,маршал,"Же, Венсан",тренер,тренер,спортивный комментатор
спортивный комментатор,маршал,"Же, Венсан",тренер,тренер,маршал
спортивный комментатор,маршал,"Же, Венсан",тренер,тренер,маршал
спортивный комментатор,маршал,"Же, Венсан",тренер,спортивный комментатор,тренер
спортсмен,спорт,спортивный комментатор,Гвендаль Пейзера,спортсмен,Гвендаль Пейзера
спортсмен,спорт,спортивный комментатор,Гвендаль Пейзера,спортсмен,спорт
спортсмен,спорт,спортивный комментатор,Гвендаль Пейзера,спортсмен,Гвендаль Пейзера
спортсмен,спорт,спортивный комментатор,Гвендаль Пейзера,спортсмен,Гвендаль Пейзера
спортсмен,спорт,спортивный комментатор,Гвендаль Пейзера,спорт,Гвендаль Пейзера
"Фурнье, Эван",Гвендаль Пейзера,спортсмен,Роджер Лодж,"Фурнье, Эван",спортсмен
"Фурнье, Эван",Гвендаль Пейзера,спортсмен,Роджер Лодж,спортсмен,Гвендаль Пейзера
"Фурнье, Эван",Гвендаль Пейзера,спортсмен,Роджер Лодж,спортсмен,Роджер Лодж
"Фурнье, Эван",Гвендаль Пейзера,спортсмен,Роджер Лодж,спортсмен,Роджер Лодж
"Фурнье, Эван",Гвендаль Пейзера,спортсмен,Роджер Лодж,"Фурнье, Эван",спортсмен
Саммер Макинтош,"Фурнье, Эван",Каролин Гарсия,"Же, Венсан","Фурнье, Эван","Же, Венсан"
Саммер Макинтош,"Фурнье, Эван",Каролин Гарсия,"Же, Венсан",Каролин Гарсия,Саммер Макинтош
Саммер Макинтош,"Фурнье, Эван",Каролин Гарсия,"Же, Венсан","Же, Венсан",Саммер Макинтош
