Item1,Item2,Item3,Item4,BestItem,WorstItem
Фредди Меркьюри,Альберт Саксен-Кобург-Готский,Джон Леннон,Вильгельм II,Альберт Саксен-Кобург-Готский,Фредди Меркьюри
Фредди Меркьюри,Альберт Саксен-Кобург-Готский,Джон Леннон,Вильгельм II,Вильгельм II,Альберт Саксен-Кобург-Готский
Фредди Меркьюри,Альберт Саксен-Кобург-Готский,Джон Леннон,Вильгельм II,Фредди Меркьюри,Вильгельм II
Фредди Меркьюри,Альберт Саксен-Кобург-Готский,Джон Леннон,Вильгельм II,Джон Леннон,Альберт Саксен-Кобург-Готский
Фредди Меркьюри,Альберт Саксен-Кобург-Готский,Джон Леннон,Вильгельм II,Альберт Саксен-Кобург-Готский,Фредди Меркьюри
Фредди Меркьюри,Альберт Саксен-Кобург-Готский,Джон Леннон,Вильгельм II,Фредди Меркьюри,Вильгельм II
Джон Леннон,Фредди Меркьюри,Тася ван Ри,Джаред Лето,Тася ван Ри,Джаред Лето
Джон Леннон,Фредди Меркьюри,Тася ван Ри,Джаред Лето,Джаред Лето,Джон Леннон
Мария Фёдоровна,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Мария Фёдоровна,Виктор Робертович Цой
Мария Фёдоровна,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Вильгельм II,Мария Фёдоровна
Мария Фёдоровна,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Пол Маккартни,Виктор Робертович Цой
Виктор Робертович Цой,Фредди Меркьюри,Пол Маккартни,Вигго Мортенсен,Вигго Мортенсен,Виктор Робертович Цой
Виктор Робертович Цой,Фредди Меркьюри,Пол Маккартни,Вигго Мортенсен,Вигго Мортенсен,Виктор Робертович Цой
Виктор Робертович Цой,Фредди Меркьюри,Пол Маккартни,Вигго Мортенсен,Вигго Мортенсен,Пол Маккартни
Вигго Мортенсен,Александра Фёдоровна,Граймс,Пол Маккартни,Граймс,Вигго Мортенсен
Виктория Саксен-Кобург-Готская,Александра Фёдоровна,Вильгельм II,Джаред Лето,Виктория Саксен-Кобург-Готская,Джаред Лето
Виктория Саксен-Кобург-Готская,Александра Фёдоровна,Вильгельм II,Джаред Лето,Джаред Лето,Виктория Саксен-Кобург-Готская
Вигго Мортенсен,Александра Фёдоровна,Граймс,Пол Маккартни,Пол Маккартни,Александра Фёдоровна
Виктория Саксен-Кобург-Готская,Александра Фёдоровна,Вильгельм II,Джаред Лето,Виктория Саксен-Кобург-Готская,Джаред Лето
Вигго Мортенсен,Александра Фёдоровна,Граймс,Пол Маккартни,Вигго Мортенсен,Пол Маккартни
Тася ван Ри,Пол Маккартни,Сара Чатто,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Пол Маккартни
Тася ван Ри,Пол Маккартни,Сара Чатто,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Пол Маккартни
Тася ван Ри,Пол Маккартни,Сара Чатто,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Пол Маккартни
Вигго Мортенсен,Александра Фёдоровна,Альберт Саксен-Кобург-Готский,Фредди Меркьюри,Фредди Меркьюри,Вигго Мортенсен
Вигго Мортенсен,Александра Фёдоровна,Альберт Саксен-Кобург-Готский,Фредди Меркьюри,Вигго Мортенсен,Фредди Меркьюри
Вигго Мортенсен,Александра Фёдоровна,Альберт Саксен-Кобург-Готский,Фредди Меркьюри,Александра Фёдоровна,Фредди Меркьюри
Джон Леннон,Фредди Меркьюри,Тася ван Ри,Джаред Лето,Джаред Лето,Джон Леннон
Джон Леннон,Фредди Меркьюри,Тася ван Ри,Джаред Лето,Фредди Меркьюри,Тася ван Ри
Мария Фёдоровна,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Мария Фёдоровна,Пол Маккартни
Мария Фёдоровна,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Пол Маккартни,Мария Фёдоровна
Виктор Робертович Цой,Фредди Меркьюри,Пол Маккартни,Вигго Мортенсен,Виктор Робертович Цой,Вигго Мортенсен
Виктор Робертович Цой,Фредди Меркьюри,Пол Маккартни,Вигго Мортенсен,Вигго Мортенсен,Виктор Робертович Цой
Виктор Робертович Цой,Фредди Меркьюри,Пол Маккартни,Вигго Мортенсен,Вигго Мортенсен,Пол Маккартни
Вигго Мортенсен,Александра Фёдоровна,Граймс,Пол Маккартни,Граймс,Александра Фёдоровна
Виктория Саксен-Кобург-Готская,Александра Фёдоровна,Вильгельм II,Джаред Лето,Джаред Лето,Александра Фёдоровна
Вигго Мортенсен,Александра Фёдоровна,Граймс,Пол Маккартни,Пол Маккартни,Вигго Мортенсен
Вигго Мортенсен,Александра Фёдоровна,Граймс,Пол Маккартни,Пол Маккартни,Александра Фёдоровна
Виктория Саксен-Кобург-Готская,Александра Фёдоровна,Вильгельм II,Джаред Лето,Александра Фёдоровна,Джаред Лето
Тася ван Ри,Пол Маккартни,Сара Чатто,Альберт Саксен-Кобург-Готский,Тася ван Ри,Пол Маккартни
Тася ван Ри,Пол Маккартни,Сара Чатто,Альберт Саксен-Кобург-Готский,Сара Чатто,Альберт Саксен-Кобург-Готский
Вигго Мортенсен,Александра Фёдоровна,Альберт Саксен-Кобург-Готский,Фредди Меркьюри,Вигго Мортенсен,Фредди Меркьюри
Вигго Мортенсен,Александра Фёдоровна,Альберт Саксен-Кобург-Готский,Фредди Меркьюри,Вигго Мортенсен,Фредди Меркьюри
Вигго Мортенсен,Александра Фёдоровна,Альберт Саксен-Кобург-Готский,Фредди Меркьюри,Альберт Саксен-Кобург-Готский,Александра Фёдоровна
Виктория Саксен-Кобург-Готская,Александра Фёдоровна,Вильгельм II,Джаред Лето,Джаред Лето,Александра Фёдоровна
Тася ван Ри,Пол Маккартни,Сара Чатто,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Пол Маккартни
Мария Фёдоровна,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Мария Фёдоровна,Виктор Робертович Цой
Пол Маккартни,Виктор Робертович Цой,Александра Фёдоровна,Курт Кобейн,Александра Фёдоровна,Виктор Робертович Цой
Пол Маккартни,Виктор Робертович Цой,Александра Фёдоровна,Курт Кобейн,Курт Кобейн,Александра Фёдоровна
Пол Маккартни,Виктор Робертович Цой,Александра Фёдоровна,Курт Кобейн,Курт Кобейн,Пол Маккартни
Пол Маккартни,Виктор Робертович Цой,Александра Фёдоровна,Курт Кобейн,Пол Маккартни,Виктор Робертович Цой
Пол Маккартни,Виктор Робертович Цой,Александра Фёдоровна,Курт Кобейн,Александра Фёдоровна,Пол Маккартни
Виктория Саксен-Кобург-Готская,Тася ван Ри,Мария Фёдоровна,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Мария Фёдоровна
Виктория Саксен-Кобург-Готская,Тася ван Ри,Мария Фёдоровна,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Тася ван Ри
Виктория Саксен-Кобург-Готская,Тася ван Ри,Мария Фёдоровна,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Мария Фёдоровна
Виктория Саксен-Кобург-Готская,Тася ван Ри,Мария Фёдоровна,Альберт Саксен-Кобург-Готский,Виктория Саксен-Кобург-Готская,Тася ван Ри
Виктория Саксен-Кобург-Готская,Тася ван Ри,Мария Фёдоровна,Альберт Саксен-Кобург-Готский,Альберт Саксен-Кобург-Готский,Тася ван Ри
Андрей Васильевич Мягков,Джон Леннон,Виктор Робертович Цой,Александра Фёдоровна,Андрей Васильевич Мягков,Виктор Робертович Цой
Виктория Саксен-Кобург-Готская,Тася ван Ри,Мария Фёдоровна,Альберт Саксен-Кобург-Готский,Виктория Саксен-Кобург-Готская,Тася ван Ри
Андрей Васильевич Мягков,Джон Леннон,Виктор Робертович Цой,Александра Фёдоровна,Андрей Васильевич Мягков,Виктор Робертович Цой
Андрей Васильевич Мягков,Джон Леннон,Виктор Робертович Цой,Александра Фёдоровна,Андрей Васильевич Мягков,Джон Леннон
Андрей Васильевич Мягков,Джон Леннон,Виктор Робертович Цой,Александра Фёдоровна,Джон Леннон,Андрей Васильевич Мягков
Андрей Васильевич Мягков,Джон Леннон,Виктор Робертович Цой,Александра Фёдоровна,Андрей Васильевич Мягков,Виктор Робертович Цой
Пол Маккартни,Альберт Саксен-Кобург-Готский,Мария Фёдоровна,Курт Кобейн,Курт Кобейн,Пол Маккартни
Пол Маккартни,Альберт Саксен-Кобург-Готский,Мария Фёдоровна,Курт Кобейн,Альберт Саксен-Кобург-Готский,Курт Кобейн
Пол Маккартни,Альберт Саксен-Кобург-Готский,Мария Фёдоровна,Курт Кобейн,Курт Кобейн,Пол Маккартни
Мария Фёдоровна,Иоганн Вольфганг фон Гёте,Джордж Уокер Буш,Виктория Саксен-Кобург-Готская,Иоганн Вольфганг фон Гёте,Мария Фёдоровна
Джон Леннон,Иоганн Вольфганг фон Гёте,Сара Чатто,Андрей Васильевич Мягков,Джон Леннон,Сара Чатто
Курт Кобейн,Андрей Васильевич Мягков,Иоганн Вольфганг фон Гёте,Александра Фёдоровна,Курт Кобейн,Александра Фёдоровна
Мария Фёдоровна,Иоганн Вольфганг фон Гёте,Джордж Уокер Буш,Виктория Саксен-Кобург-Готская,Иоганн Вольфганг фон Гёте,Джордж Уокер Буш
Мария Фёдоровна,Иоганн Вольфганг фон Гёте,Джордж Уокер Буш,Виктория Саксен-Кобург-Готская,Виктория Саксен-Кобург-Готская,Джордж Уокер Буш
Джон Леннон,Иоганн Вольфганг фон Гёте,Сара Чатто,Андрей Васильевич Мягков,Андрей Васильевич Мягков,Сара Чатто
Джон Леннон,Иоганн Вольфганг фон Гёте,Сара Чатто,Андрей Васильевич Мягков,Джон Леннон,Андрей Васильевич Мягков
Курт Кобейн,Андрей Васильевич Мягков,Иоганн Вольфганг фон Гёте,Александра Фёдоровна,Иоганн Вольфганг фон Гёте,Курт Кобейн
Курт Кобейн,Андрей Васильевич Мягков,Иоганн Вольфганг фон Гёте,Александра Фёдоровна,Иоганн Вольфганг фон Гёте,Александра Фёдоровна
Мария Фёдоровна,Иоганн Вольфганг фон Гёте,Джордж Уокер Буш,Виктория Саксен-Кобург-Готская,Иоганн Вольфганг фон Гёте,Мария Фёдоровна
Джон Леннон,Иоганн Вольфганг фон Гёте,Сара Чатто,Андрей Васильевич Мягков,Иоганн Вольфганг фон Гёте,Джон Леннон
Курт Кобейн,Андрей Васильевич Мягков,Иоганн Вольфганг фон Гёте,Александра Фёдоровна,Иоганн Вольфганг фон Гёте,Александра Фёдоровна
Джон Леннон,Иоганн Вольфганг фон Гёте,Сара Чатто,Андрей Васильевич Мягков,Андрей Васильевич Мягков,Джон Леннон
Курт Кобейн,Андрей Васильевич Мягков,Иоганн Вольфганг фон Гёте,Александра Фёдоровна,Иоганн Вольфганг фон Гёте,Курт Кобейн
Джон Леннон,Иоганн Вольфганг фон Гёте,Сара Чатто,Андрей Васильевич Мягков,Иоганн Вольфганг фон Гёте,Джон Леннон
Виктория Саксен-Кобург-Готская,Сара Чатто,Фредди Меркьюри,Тася ван Ри,Сара Чатто,Фредди Меркьюри
Виктория Саксен-Кобург-Готская,Сара Чатто,Фредди Меркьюри,Тася ван Ри,Сара Чатто,Фредди Меркьюри
Виктория Саксен-Кобург-Готская,Сара Чатто,Фредди Меркьюри,Тася ван Ри,Тася ван Ри,Фредди Меркьюри
Виктория Саксен-Кобург-Готская,Сара Чатто,Фредди Меркьюри,Тася ван Ри,Виктория Саксен-Кобург-Готская,Фредди Меркьюри
Граймс,Виктория Саксен-Кобург-Готская,Андрей Васильевич Мягков,Джаред Лето,Граймс,Джаред Лето
Джордж Уокер Буш,Граймс,Виктор Робертович Цой,Вигго Мортенсен,Граймс,Джордж Уокер Буш
Джордж Уокер Буш,Граймс,Виктор Робертович Цой,Вигго Мортенсен,Вигго Мортенсен,Граймс
Фредди Меркьюри,Иоганн Вольфганг фон Гёте,Вигго Мортенсен,Альберт Саксен-Кобург-Готский,Фредди Меркьюри,Иоганн Вольфганг фон Гёте
Джордж Уокер Буш,Граймс,Виктор Робертович Цой,Вигго Мортенсен,Виктор Робертович Цой,Вигго Мортенсен
Граймс,Виктория Саксен-Кобург-Готская,Андрей Васильевич Мягков,Джаред Лето,Андрей Васильевич Мягков,Джаред Лето
Фредди Меркьюри,Иоганн Вольфганг фон Гёте,Вигго Мортенсен,Альберт Саксен-Кобург-Готский,Вигго Мортенсен,Фредди Меркьюри
Граймс,Виктория Саксен-Кобург-Готская,Андрей Васильевич Мягков,Джаред Лето,Граймс,Джаред Лето
Фредди Меркьюри,Иоганн Вольфганг фон Гёте,Вигго Мортенсен,Альберт Саксен-Кобург-Готский,Иоганн Вольфганг фон Гёте,Альберт Саксен-Кобург-Готский
Фредди Меркьюри,Иоганн Вольфганг фон Гёте,Вигго Мортенсен,Альберт Саксен-Кобург-Готский,Вигго Мортенсен,Альберт Саксен-Кобург-Готский
Джордж Уокер Буш,Граймс,Виктор Робертович Цой,Вигго Мортенсен,Вигго Мортенсен,Виктор Робертович Цой
Фредди Меркьюри,Иоганн Вольфганг фон Гёте,Вигго Мортенсен,Альберт Саксен-Кобург-Готский,Иоганн Вольфганг фон Гёте,Фредди Меркьюри
Фредди Меркьюри,Иоганн Вольфганг фон Гёте,Вигго Мортенсен,Альберт Саксен-Кобург-Готский,Вигго Мортенсен,Фредди Меркьюри
Сара Чатто,Курт Кобейн,Джон Леннон,Фредди Меркьюри,Сара Чатто,Джон Леннон
Джордж Уокер Буш,Граймс,Виктор Робертович Цой,Вигго Мортенсен,Вигго Мортенсен,Виктор Робертович Цой
Сара Чатто,Курт Кобейн,Джон Леннон,Фредди Меркьюри,Сара Чатто,Курт Кобейн
Курт Кобейн,Фредди Меркьюри,Граймс,Сара Чатто,Граймс,Курт Кобейн
Курт Кобейн,Фредди Меркьюри,Граймс,Сара Чатто,Граймс,Курт Кобейн
Сара Чатто,Курт Кобейн,Джон Леннон,Фредди Меркьюри,Сара Чатто,Курт Кобейн
Альберт Саксен-Кобург-Готский,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Альберт Саксен-Кобург-Готский,Виктор Робертович Цой
Сара Чатто,Курт Кобейн,Джон Леннон,Фредди Меркьюри,Сара Чатто,Курт Кобейн
Сара Чатто,Курт Кобейн,Джон Леннон,Фредди Меркьюри,Сара Чатто,Джон Леннон
Альберт Саксен-Кобург-Готский,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Виктор Робертович Цой,Пол Маккартни
Сара Чатто,Курт Кобейн,Джон Леннон,Фредди Меркьюри,Сара Чатто,Курт Кобейн
Альберт Саксен-Кобург-Готский,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Альберт Саксен-Кобург-Готский,Виктор Робертович Цой
Курт Кобейн,Фредди Меркьюри,Граймс,Сара Чатто,Граймс,Фредди Меркьюри
Альберт Саксен-Кобург-Готский,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Вильгельм II,Альберт Саксен-Кобург-Готский
Альберт Саксен-Кобург-Готский,Пол Маккартни,Вильгельм II,Виктор Робертович Цой,Вильгельм II,Виктор Робертович Цой
Курт Кобейн,Фредди Меркьюри,Граймс,Сара Чатто,Граймс,Фредди Меркьюри
