Item1,Item2,Item3,Item4,BestItem,WorstItem
Глори Джонсон,Махершалалхашбаз Али,Шакил О’Нил,Том Селлек,Шакил О’Нил,Глори Джонсон
Глори Джонсон,Махершалалхашбаз Али,Шакил О’Нил,Том Селлек,Глори Джонсон,Том Селлек
Глори Джонсон,Махершалалхашбаз Али,Шакил О’Нил,Том Селлек,Шакил О’Нил,Махершалалхашбаз Али
Глори Джонсон,Махершалалхашбаз Али,Шакил О’Нил,Том Селлек,Шакил О’Нил,Том Селлек
Глори Джонсон,Махершалалхашбаз Али,Шакил О’Нил,Том Селлек,Шакил О’Нил,Махершалалхашбаз Али
Глори Джонсон,Махершалалхашбаз Али,Шакил О’Нил,Том Селлек,Глори Джонсон,Том Селлек
Глори Джонсон,Карим Абдул-Джаббар,Том Селлек,Стефен Карри,Глори Джонсон,Карим Абдул-Джаббар
Глори Джонсон,Карим Абдул-Джаббар,Том Селлек,Стефен Карри,Том Селлек,Глори Джонсон
Глори Джонсон,Карим Абдул-Джаббар,Том Селлек,Стефен Карри,Стефен Карри,Глори Джонсон
Глори Джонсон,Карим Абдул-Джаббар,Том Селлек,Стефен Карри,Том Селлек,Глори Джонсон
Глори Джонсон,Карим Абдул-Джаббар,Том Селлек,Стефен Карри,Глори Джонсон,Карим Абдул-Джаббар
Глори Джонсон,Карим Абдул-Джаббар,Том Селлек,Стефен Карри,Глори Джонсон,Карим Абдул-Джаббар
Карим Абдул-Джаббар,Александр Александрович Белов,Ник Нолти,Пэт Райли,Карим Абдул-Джаббар,Пэт Райли
Карим Абдул-Джаббар,Александр Александрович Белов,Ник Нолти,Пэт Райли,Карим Абдул-Джаббар,Пэт Райли
Майкл Джордан,Кевин Нэш,Леброн Джеймс,Джерри Басс,Майкл Джордан,Джерри Басс
Майкл Джордан,Кевин Нэш,Леброн Джеймс,Джерри Басс,Майкл Джордан,Джерри Басс
Майкл Джордан,Кевин Нэш,Леброн Джеймс,Джерри Басс,Кевин Нэш,Леброн Джеймс
Майкл Джордан,Кевин Нэш,Леброн Джеймс,Джерри Басс,Майкл Джордан,Леброн Джеймс
Майкл Джордан,Кевин Нэш,Леброн Джеймс,Джерри Басс,Майкл Джордан,Джерри Басс
